vencedor_papel,primeiro_papel,turnos,rodadas,pontos_a,pontos_b,teve_comeback,juiz_papeis,atacar_principal,atacar_secundario,atacar_terciario,barragem_cadeia,barragem_profundidade_soma,colocar_local,evoluir,guardiao_Descanso,guardiao_Escudos,guardiao_Oprimidos,guardiao_Portais,guardiao_Restauracao,invocar_guardiao,invocar_juiz,invocar_mestre
B,B,195,98,7,10,False,,5,7,181,0,0,7,0,0,0,2,2,0,4,0,0
B,A,152,77,6,10,False,,8,3,141,0,0,5,0,0,0,1,1,1,3,0,0
A,B,184,92,10,9,False,,7,4,173,0,0,3,3,2,0,1,0,1,4,0,0
B,B,187,94,9,10,False,B,7,7,173,0,0,10,1,0,2,0,1,0,3,1,0
B,B,227,114,9,10,False,,8,1,216,0,0,6,0,0,2,1,2,0,5,0,0
B,A,238,119,6,11,False,,12,2,224,0,0,6,1,0,1,0,1,0,2,0,0
A,A,191,96,10,6,False,,7,5,179,0,0,7,3,1,0,0,1,0,2,0,0
B,B,259,130,9,10,False,,9,5,245,0,0,8,0,1,1,0,0,1,3,0,0
B,A,172,86,3,10,False,,9,3,160,0,0,3,1,1,0,1,0,1,3,0,0
A,A,189,95,10,8,False,,6,4,179,0,0,5,2,1,2,1,0,2,6,0,0
B,A,196,98,7,10,False,,9,1,186,0,0,6,2,0,2,1,2,0,5,0,0
A,B,136,68,10,5,False,,12,1,123,0,0,4,1,0,1,0,0,1,2,0,0
B,A,146,73,7,10,False,,10,4,132,0,0,8,0,2,1,1,0,0,4,0,0
B,B,215,108,7,10,False,,10,2,200,0,0,6,0,0,0,2,0,3,5,0,0
A,B,224,112,10,6,False,,8,6,210,0,0,5,1,1,1,0,0,1,3,0,0
B,B,317,159,8,10,False,,7,3,307,0,0,6,0,1,1,0,3,2,7,0,0
B,A,152,77,6,10,False,,10,4,134,0,0,6,0,0,1,1,1,0,3,0,0
A,B,108,54,10,1,False,,7,2,99,0,0,2,1,1,1,0,2,2,6,0,0
A,B,252,126,10,9,False,,11,2,239,0,0,7,0,0,0,0,0,1,1,0,0
B,A,204,102,7,10,False,,9,6,189,0,0,6,0,0,3,0,0,0,3,0,0
A,A,139,70,10,6,False,,7,5,127,0,0,5,1,1,2,1,0,0,4,0,0
B,A,184,92,6,10,False,,9,4,171,0,0,6,0,1,1,1,0,0,3,0,0
A,A,247,124,10,9,False,,5,3,236,0,0,6,1,1,2,1,1,0,5,0,0
A,B,198,99,10,8,False,,6,5,184,0,0,6,1,2,1,1,0,1,5,0,0
B,B,204,103,6,10,False,,4,7,189,0,0,6,0,2,1,1,0,1,5,0,0
B,B,183,92,7,10,False,,7,5,170,0,0,6,2,0,0,2,0,2,4,0,0
B,A,202,101,6,10,False,,6,6,190,0,0,5,0,0,1,1,3,0,5,0,0
B,A,246,123,8,12,False,,8,2,236,0,0,6,1,2,1,1,1,1,6,0,0
A,B,176,88,10,9,False,,10,2,164,0,0,6,1,1,2,1,0,0,4,0,0
B,B,131,66,7,10,False,B,11,2,117,0,0,5,1,0,1,1,1,0,3,1,1
A,A,173,87,10,8,False,,6,7,160,0,0,8,1,1,2,2,0,0,5,0,0
B,A,246,123,8,10,False,,5,10,231,0,0,6,1,0,1,0,0,1,2,0,0
B,B,127,64,5,10,False,B,9,4,113,0,0,4,1,2,0,1,0,1,4,1,0
B,B,191,96,7,10,False,B,7,3,181,1,2,5,0,2,0,0,0,0,3,1,0
B,B,173,87,6,10,False,,6,3,162,0,0,3,0,1,1,1,1,2,6,0,0
B,B,247,124,7,10,False,,3,8,233,0,0,4,1,1,1,2,0,1,5,0,0
A,A,119,60,10,5,False,,8,5,106,0,0,3,1,1,1,0,0,1,3,0,0
A,A,197,99,10,7,False,,5,8,184,0,0,4,1,0,1,1,2,0,4,0,0
A,B,196,98,10,8,False,,6,7,183,0,0,4,1,0,1,0,1,1,3,0,0
B,A,222,112,9,10,False,B,6,6,208,0,0,4,1,0,1,2,0,1,4,1,0
B,B,191,96,9,10,False,,8,4,177,0,0,8,0,1,1,1,1,0,4,0,0
B,B,191,96,8,10,False,,11,2,177,0,0,7,0,0,1,1,0,1,3,0,0
B,B,205,103,7,10,False,,11,2,192,0,0,5,0,0,0,0,0,1,1,0,0
B,B,318,160,9,10,False,,8,7,298,0,0,6,0,0,0,1,0,1,2,0,0
B,B,257,129,9,10,False,,10,4,243,0,0,5,1,1,0,0,0,1,2,0,1
A,B,148,74,10,5,False,,10,1,137,0,0,3,0,0,1,0,1,2,4,0,0
A,A,177,89,10,3,False,,8,1,168,0,0,4,1,0,1,0,0,3,4,0,0
B,A,200,100,6,10,False,,8,5,187,0,0,9,0,0,0,0,2,2,4,0,0
B,B,158,80,5,10,False,,10,3,145,0,0,5,0,0,3,1,0,1,5,0,0
B,A,202,101,7,10,False,,8,4,190,0,0,5,0,1,0,0,1,0,2,0,0
A,B,176,88,10,9,False,,7,4,165,0,0,7,2,0,0,0,1,3,4,0,0
B,A,248,124,7,10,False,B,5,6,237,0,0,8,1,0,1,0,1,1,3,1,0
A,B,226,113,10,9,False,,9,3,212,1,2,4,0,0,0,1,1,0,3,0,0
B,B,209,105,8,10,False,,5,7,194,0,0,5,0,1,1,1,1,2,6,0,0
A,A,139,70,10,5,False,,8,3,128,0,0,6,1,0,0,0,0,3,3,0,0
B,B,169,85,6,10,False,B,9,2,158,0,0,5,1,2,1,0,0,0,3,1,0
B,B,201,101,9,10,False,B,9,4,186,0,0,9,2,0,1,1,1,0,3,1,0
B,B,153,77,5,10,False,,6,4,142,0,0,5,0,1,2,1,0,1,5,0,0
B,B,167,84,7,10,False,,6,8,153,0,0,3,0,2,0,1,0,1,4,0,0
B,B,331,166,7,10,False,B,3,8,320,0,0,7,1,1,1,0,0,2,4,1,0
B,A,180,90,4,10,False,B,4,9,163,0,0,5,0,0,0,1,0,1,2,1,0
B,A,192,97,7,10,False,,5,6,181,0,0,8,1,0,2,1,0,1,4,0,0
B,A,146,74,8,10,False,B,7,3,133,0,0,3,0,0,1,3,1,1,6,1,0
B,B,211,106,8,10,False,,8,3,200,0,0,6,2,0,2,0,0,3,5,0,0
A,B,114,57,10,4,False,,9,4,101,0,0,2,1,0,0,0,1,0,1,0,0
B,B,231,116,9,10,True,,5,9,217,0,0,6,1,1,1,0,1,1,4,0,0
A,B,156,78,10,7,False,B,8,4,144,0,0,8,1,0,0,2,0,0,2,1,1
A,A,185,93,10,9,False,B,9,3,173,0,0,7,1,0,0,0,1,1,2,1,0
A,A,157,79,10,8,False,,8,6,143,0,0,3,1,0,0,0,1,1,2,0,0
A,A,149,75,10,4,False,,8,4,137,0,0,7,2,1,0,0,2,0,3,0,0
B,B,183,92,9,10,False,A,5,3,173,0,0,4,2,1,2,1,2,1,7,1,0
B,B,293,147,8,10,False,B,5,6,282,0,0,6,0,1,0,0,1,1,3,1,0
A,A,200,101,10,8,False,,7,5,185,0,0,7,0,0,1,1,1,2,5,0,0
B,A,166,84,8,10,False,B,6,5,155,0,0,5,1,0,0,1,0,2,3,1,0
B,B,183,92,8,10,False,,9,3,167,0,0,5,0,0,1,1,0,1,3,0,0
A,B,194,97,10,6,False,A,6,6,181,0,0,7,0,1,0,1,1,1,4,1,0
B,A,188,95,9,10,False,,8,5,173,0,0,6,2,0,1,2,2,0,5,0,0
B,A,258,129,9,10,False,B,5,4,249,0,0,9,2,2,1,0,0,2,5,1,0
A,A,265,133,10,8,False,,8,3,254,0,0,8,2,1,1,0,1,1,4,0,0
B,B,175,88,6,10,False,,6,7,160,0,0,5,0,0,0,1,1,1,3,0,0
A,A,239,120,10,9,True,,9,4,226,0,0,6,2,0,0,0,1,1,2,0,0
B,A,148,74,7,10,False,,8,4,133,0,0,5,1,1,0,3,1,0,5,0,0
B,B,233,117,9,10,False,B,8,5,220,0,0,8,0,1,1,1,1,0,4,1,0
B,B,169,85,8,10,False,,10,5,153,0,0,2,0,0,1,1,0,1,3,0,0
B,A,178,89,7,10,False,,8,2,168,0,0,4,0,1,1,1,1,0,4,0,0
B,A,156,79,9,10,True,,10,5,141,0,0,4,1,1,1,1,0,0,3,0,0
B,B,213,107,9,10,False,,10,4,195,0,0,7,0,1,1,1,0,0,3,0,0
B,B,207,104,8,10,True,B,3,7,195,0,0,4,2,2,0,1,1,1,5,1,0
B,A,212,106,6,10,False,,4,7,197,0,0,5,0,1,1,2,0,0,4,0,0
A,A,142,72,10,8,False,,5,4,132,0,0,10,1,1,2,2,0,1,6,0,0
A,A,269,135,10,9,False,B,9,4,256,0,0,6,1,2,2,0,0,0,4,1,0
A,B,260,130,10,9,False,,6,7,247,0,0,7,0,1,1,0,0,0,2,0,0
A,B,312,156,10,9,False,,4,9,299,0,0,5,0,0,2,0,0,0,2,0,0
B,B,177,89,7,10,False,B,4,7,166,0,0,6,1,0,1,2,1,0,4,1,0
B,B,214,108,9,10,False,,8,3,200,0,0,5,0,1,0,2,1,0,4,0,0
A,B,214,107,10,9,False,,10,1,200,0,0,9,1,0,1,1,1,0,3,0,0
B,A,130,66,6,10,False,,10,2,118,0,0,3,1,1,1,1,0,1,4,0,0
B,B,221,111,8,10,False,,10,4,207,0,0,6,0,1,0,0,0,2,3,0,0
B,A,198,100,7,10,False,,6,4,188,0,0,4,0,1,0,2,0,2,5,0,0
B,A,166,83,7,10,False,B,6,4,156,0,0,5,2,1,0,1,0,0,2,1,0
A,B,182,92,10,7,False,,4,3,173,0,0,6,0,0,3,2,2,1,8,0,0
B,A,178,89,7,10,False,,11,2,165,0,0,7,0,0,0,2,0,0,2,0,1
B,B,193,97,8,10,False,,4,6,182,0,0,8,1,1,0,1,1,2,5,0,0
A,B,266,133,10,9,False,B,11,3,252,0,0,4,1,1,0,0,1,1,3,1,0
B,A,180,90,8,10,False,,8,6,166,0,0,5,1,0,1,2,0,2,5,0,0
A,B,168,84,10,6,False,,10,7,151,1,2,6,0,0,0,0,1,0,1,1,0
B,B,167,84,4,10,False,B,9,2,156,0,0,8,2,0,1,1,0,1,3,1,0
A,A,199,100,10,9,False,,11,3,185,0,0,5,1,1,0,0,1,0,2,0,0
A,A,199,100,10,6,False,,6,6,186,0,0,5,0,3,0,1,1,0,5,0,1
B,B,245,123,8,10,False,,7,4,233,0,0,5,0,0,1,1,1,1,4,0,0
A,A,155,78,10,6,False,,12,0,143,0,0,6,2,1,2,0,0,1,4,0,0
B,B,115,58,6,10,False,,6,4,104,0,0,7,0,1,0,2,0,2,5,0,0
A,A,151,76,10,6,False,B,8,1,142,0,0,7,1,1,1,0,1,1,4,1,0
A,B,214,107,10,9,False,,8,5,201,0,0,5,2,0,0,0,2,2,4,0,0
B,A,242,121,9,11,False,,11,2,229,0,0,6,1,2,1,0,1,0,4,0,0
B,A,210,106,7,10,False,,6,7,197,0,0,6,0,0,0,1,0,2,3,0,0
A,A,149,75,10,4,False,,8,2,137,0,0,5,1,0,1,0,0,4,5,0,0
A,B,196,98,10,5,False,,8,6,182,0,0,5,1,1,0,0,2,0,3,0,0
B,A,154,77,7,10,False,,11,5,138,1,2,3,1,0,0,0,0,0,1,0,0
A,A,119,60,10,4,False,,9,5,105,0,0,5,2,1,0,0,0,1,2,0,0
B,B,155,78,6,10,False,B,8,7,140,0,0,8,0,0,0,0,2,1,3,1,0
A,B,146,73,10,8,False,B,8,2,135,0,0,3,2,0,0,2,1,0,3,1,0
B,A,102,51,6,10,False,B,7,1,92,0,0,7,1,1,2,2,0,1,6,1,0
A,A,103,52,10,2,False,B,6,4,93,0,0,2,1,1,2,0,1,1,5,1,0
B,B,215,108,9,10,False,,11,1,203,0,0,7,1,1,0,0,1,0,2,0,0
A,A,173,87,10,7,False,B,9,4,160,0,0,4,1,0,0,0,1,1,2,1,0
B,B,195,98,5,10,False,,7,4,182,0,0,6,1,1,0,2,1,0,4,0,0
B,A,244,122,8,10,False,,11,5,228,0,0,4,0,1,1,0,1,0,3,0,0
A,A,267,134,10,6,False,A,9,2,256,0,0,9,0,1,1,0,0,1,3,1,0
B,A,190,95,8,10,False,,9,4,177,0,0,6,0,0,1,1,1,1,4,0,0
B,A,210,105,7,10,True,,7,3,198,0,0,6,2,1,1,2,0,1,5,0,0
A,B,112,56,11,7,False,,8,3,101,0,0,5,3,1,1,1,1,0,4,0,0
B,B,201,101,8,10,False,,11,7,183,0,0,5,0,0,1,0,0,0,1,0,0
A,B,186,93,10,9,False,,7,6,173,0,0,5,1,1,1,1,0,1,4,0,0
B,B,160,81,5,10,False,B,4,5,149,0,0,6,1,1,2,1,1,0,5,1,0
A,B,62,31,10,0,False,,5,2,55,0,0,2,1,0,1,0,1,0,2,0,0
B,B,221,111,9,10,False,,10,5,203,0,0,8,0,0,0,2,0,0,2,0,0
A,A,263,132,10,9,False,,7,1,255,0,0,3,1,0,0,0,2,3,5,0,0
A,B,144,72,10,4,False,,5,4,135,0,0,5,1,1,2,1,2,0,6,0,0
A,B,256,128,10,9,False,,9,4,243,0,0,5,0,0,1,0,0,1,2,0,0
B,B,163,82,7,10,False,,7,6,148,0,0,7,0,1,0,2,2,0,5,0,0
B,A,138,69,4,10,False,,8,4,126,0,0,3,1,0,0,2,1,0,3,0,0
A,A,135,68,10,8,False,A,6,2,127,0,0,6,2,2,0,3,1,0,6,1,0
B,A,196,98,6,10,False,,9,5,182,0,0,6,0,1,1,0,0,0,2,0,0
A,B,130,65,10,3,False,,5,2,123,0,0,4,1,1,3,0,1,2,7,0,0
A,B,266,133,10,7,False,,8,3,255,0,0,5,0,2,1,0,0,1,4,0,0
A,B,152,77,10,9,False,,9,2,138,0,0,6,2,1,1,2,0,1,5,0,0
B,A,150,75,6,10,False,,7,6,137,0,0,6,0,1,0,1,2,0,4,0,0
B,B,199,100,6,10,False,,8,0,189,0,0,8,0,1,0,2,0,2,5,0,0
B,A,220,110,6,10,False,,7,8,205,0,0,5,0,0,0,0,2,1,3,0,0
A,A,219,110,10,7,False,,9,3,206,0,0,9,0,1,1,1,2,0,5,0,0
A,A,211,106,10,6,False,,8,5,196,0,0,7,0,0,1,1,1,2,5,0,0
B,A,204,103,7,10,False,,10,1,193,0,0,9,1,1,0,2,1,0,4,0,0
B,B,238,120,8,10,False,,7,6,222,0,0,6,0,0,1,2,1,1,5,0,0
A,A,185,93,10,7,False,,9,0,176,0,0,6,0,1,2,0,4,0,7,0,0
A,A,125,63,10,4,False,,8,9,108,0,0,6,1,1,1,0,0,0,2,0,0
B,B,173,87,7,10,False,,8,2,161,0,0,7,1,1,1,2,1,0,5,0,0
B,A,182,91,6,10,False,B,7,4,171,0,0,8,1,1,1,0,1,0,3,1,0
A,A,215,108,10,8,False,,13,3,199,0,0,7,1,0,0,0,2,0,2,0,0
B,A,268,134,8,10,False,,6,3,259,0,0,7,0,0,1,2,1,1,5,0,0
B,B,231,116,9,10,False,,7,6,216,0,0,4,0,0,0,1,2,1,4,0,0
A,B,100,50,10,2,False,,5,5,90,0,0,6,2,1,1,0,1,1,4,0,0
B,B,249,125,9,10,False,,12,3,234,0,0,6,0,0,0,0,0,1,1,0,0
A,B,108,54,10,2,False,,3,7,98,0,0,4,1,1,1,0,0,1,3,0,0
A,B,90,45,10,3,False,,6,2,82,0,0,2,2,2,1,0,0,0,3,0,0
B,B,205,103,8,10,False,,5,6,194,1,2,6,0,0,1,1,0,1,4,0,0
A,B,214,107,10,7,False,,6,6,198,0,0,7,1,0,1,1,0,2,4,0,0
B,B,229,115,5,10,False,,9,5,213,0,0,3,0,0,1,1,1,1,4,0,0
B,B,213,107,8,10,False,,10,5,198,0,0,6,0,0,0,0,0,2,2,0,0
A,A,189,95,10,6,False,B,8,3,178,0,0,6,1,1,0,0,1,1,3,1,0
B,A,152,76,6,10,False,,9,1,142,0,0,6,1,0,1,0,2,1,4,0,0
B,B,243,122,8,10,False,,7,2,233,0,0,4,1,0,1,2,1,2,6,0,0
B,A,186,93,9,10,False,,8,2,176,0,0,7,2,1,0,1,1,1,4,0,0
B,B,265,133,5,10,False,,5,6,253,0,0,6,0,0,1,1,2,1,5,0,0
A,A,141,71,10,7,False,B,8,5,128,0,0,9,1,0,1,0,1,1,3,1,0
A,B,110,56,10,7,False,,9,5,95,0,0,7,1,0,0,2,0,0,2,0,0
A,A,132,67,10,8,False,B,6,2,124,0,0,4,2,0,1,2,2,0,5,1,0
A,A,111,56,10,3,False,,10,3,98,0,0,5,2,1,0,0,2,0,3,0,0
B,A,218,109,7,10,False,B,8,3,204,0,0,6,0,1,1,1,0,2,5,1,0
B,A,222,111,9,10,False,,10,0,209,1,2,9,1,1,1,1,1,1,6,0,0
A,B,250,125,10,7,False,,6,7,234,0,0,4,0,0,1,2,1,1,5,0,0
B,A,242,122,7,10,False,,6,5,231,0,0,4,1,1,0,1,0,2,4,0,0
B,A,196,98,5,10,False,,6,7,183,0,0,5,0,0,0,2,1,1,4,0,1
B,A,308,154,9,10,True,A,10,2,296,0,0,6,1,0,2,0,0,0,2,1,0
B,B,178,90,7,10,False,,10,4,162,0,0,8,0,2,1,2,0,0,5,0,0
A,A,139,70,10,6,False,,8,4,127,0,0,5,1,0,2,0,1,0,3,0,0
B,B,209,105,5,10,False,B,10,3,196,0,0,8,0,0,0,0,2,0,2,1,0
A,A,180,91,10,8,False,,11,4,161,0,0,4,2,0,0,2,0,1,3,0,0
A,A,245,123,10,8,False,,11,4,230,0,0,6,0,1,0,0,0,2,3,0,0
B,A,182,91,5,10,False,,9,3,170,1,2,6,0,0,0,1,1,1,3,1,0
A,A,105,53,10,6,False,,6,2,97,0,0,2,2,1,2,2,0,1,6,0,0
A,A,155,78,10,4,False,,8,3,144,0,0,4,1,0,2,0,0,1,3,0,0
B,B,182,92,8,10,False,,11,4,163,0,0,9,1,0,0,1,1,1,3,0,0
B,A,120,60,5,10,False,,7,6,107,0,0,6,0,1,1,1,0,0,3,0,0
B,A,212,106,7,10,False,,10,3,199,0,0,6,0,1,1,0,1,0,3,0,0
A,A,208,105,10,8,False,B,5,3,199,0,0,10,1,1,1,1,1,0,4,1,1
B,A,204,102,9,10,False,,10,4,190,0,0,6,1,0,1,0,0,2,3,0,0
A,B,132,66,10,4,False,B,8,3,121,0,0,7,1,4,0,0,0,0,4,1,0
A,B,160,80,10,7,False,,10,4,146,0,0,7,0,1,2,1,1,2,7,0,0
B,A,154,77,7,10,True,B,4,5,145,0,0,7,1,2,1,1,1,2,7,1,0
A,A,231,116,10,9,True,,7,2,220,0,0,6,1,0,1,1,2,2,6,0,0
B,B,109,55,4,10,False,B,8,3,97,0,0,6,1,1,0,1,2,0,4,1,0
A,A,203,102,10,8,False,,9,5,189,0,0,5,2,1,1,1,0,0,3,0,0
B,A,118,59,8,10,True,,10,2,106,0,0,4,2,0,1,0,3,0,4,0,0
B,B,228,115,8,10,False,,8,4,215,0,0,10,0,1,2,4,0,0,7,0,0
A,B,238,119,10,6,False,,7,3,228,0,0,7,0,0,1,0,2,1,4,0,0
B,B,224,113,7,10,False,,11,3,208,0,0,8,0,1,1,1,0,1,4,0,0
A,A,143,72,10,7,False,,5,4,132,0,0,5,1,1,0,2,1,2,6,0,0
B,B,114,58,7,10,False,,7,4,100,0,0,4,2,1,1,2,0,1,5,0,0
B,B,269,135,9,10,False,,8,4,257,0,0,4,1,0,2,0,0,0,2,0,0
B,B,180,91,6,10,False,,6,10,162,0,0,4,0,0,0,1,0,1,2,0,0
B,A,266,133,8,10,False,,11,0,255,0,0,6,0,2,1,0,1,1,5,0,0
A,B,124,62,10,9,False,,7,4,108,0,0,6,0,1,1,2,0,1,5,0,0
B,A,228,115,9,10,False,,6,5,217,0,0,6,1,0,0,2,1,2,5,0,0
A,B,222,111,10,9,False,B,6,5,211,0,0,6,1,3,1,0,0,0,4,1,0
B,B,89,45,4,10,False,,9,1,78,0,0,3,1,0,0,1,1,0,2,0,0
A,A,151,76,10,4,False,,6,2,143,0,0,3,1,1,0,0,0,3,4,0,1
B,A,260,130,9,10,False,,6,4,250,0,0,8,0,2,1,0,0,2,5,0,0
A,B,214,108,10,9,False,,7,4,197,0,0,8,0,0,2,2,1,1,6,0,0
A,B,194,97,10,6,False,B,7,7,180,0,0,10,1,0,0,0,1,0,1,1,0
A,B,230,115,10,5,False,A,7,1,222,0,0,4,3,2,0,0,1,1,4,1,0
B,B,209,105,6,10,False,,11,4,192,0,0,8,0,0,1,1,0,1,3,0,0
A,B,264,132,10,7,False,,9,3,252,0,0,5,1,0,1,0,0,3,4,0,0
B,A,234,117,8,10,False,,9,3,222,0,0,9,1,0,1,0,2,0,3,0,0
B,B,224,113,4,10,False,B,6,3,215,0,0,3,1,2,0,3,2,0,7,1,0
A,B,128,64,10,7,False,,12,1,113,0,0,6,1,1,0,0,2,1,4,0,0
B,B,241,121,8,10,False,,5,3,231,0,0,6,1,2,0,1,2,2,7,0,0
B,A,118,60,5,10,False,,9,3,106,0,0,6,0,1,1,1,2,0,5,0,0
B,A,138,69,7,10,False,,12,2,124,0,0,3,2,0,1,1,0,2,4,0,0
A,B,258,129,10,7,False,,12,3,243,0,0,3,1,1,2,0,0,0,3,0,0
A,B,134,67,10,4,False,,6,5,123,0,0,8,2,1,0,0,1,2,4,0,0
B,A,204,103,8,10,False,,10,4,190,0,0,7,0,0,1,1,0,1,3,0,0
B,A,200,100,9,10,False,,8,6,186,0,0,5,1,1,0,1,0,0,2,0,0
A,B,282,141,10,9,False,,6,4,272,1,2,6,1,1,0,0,1,3,6,0,0
B,B,249,125,7,10,False,,7,5,237,0,0,7,0,2,0,0,0,2,4,0,0
A,A,275,138,10,9,False,B,6,7,260,0,0,5,1,0,1,0,0,1,2,1,0
B,A,168,84,8,10,False,,8,1,159,1,2,2,2,2,1,1,0,0,4,1,0
B,B,271,136,7,10,False,,10,4,257,0,0,8,1,1,0,0,0,1,2,0,0
B,A,248,124,9,10,False,,5,5,238,0,0,6,1,0,1,0,1,3,5,0,0
B,B,185,93,9,10,False,,6,5,171,0,0,7,1,1,1,2,0,1,5,0,0
A,B,218,109,10,7,False,,9,3,206,0,0,9,1,0,0,2,1,0,3,0,0
A,A,191,96,10,6,False,,7,5,179,0,0,6,0,0,2,0,1,0,3,0,0
A,A,143,72,10,6,False,,6,8,129,0,0,3,2,2,0,1,0,0,3,0,0
B,B,180,91,6,10,False,,7,4,167,0,0,4,2,1,0,1,2,2,6,0,0
B,A,138,69,7,10,False,B,6,3,129,0,0,8,1,0,2,2,0,0,4,1,0
B,B,169,85,7,10,False,,6,8,155,0,0,4,0,0,0,1,1,1,3,0,0
B,A,210,105,8,10,False,,8,2,200,0,0,4,0,1,0,0,2,2,5,0,0
A,A,329,165,10,7,False,,5,8,316,0,0,7,0,0,2,0,1,0,3,0,0
A,A,145,73,10,5,False,,8,3,134,0,0,8,2,1,2,0,1,0,4,0,0
A,A,193,97,10,7,False,,7,6,180,0,0,7,0,0,1,0,1,1,3,0,1
A,A,95,48,10,2,False,,5,3,87,0,0,3,2,1,1,0,0,2,4,0,0
B,A,252,127,8,10,False,,8,4,240,0,0,5,1,1,0,1,0,1,3,0,0
B,B,189,95,8,10,False,B,6,4,177,0,0,2,1,0,2,1,2,2,7,1,0
A,B,240,120,10,9,False,,12,4,224,0,0,7,0,0,0,0,2,1,3,0,0
B,B,177,89,7,10,False,,7,8,160,0,0,8,1,0,2,1,1,1,5,0,0
B,B,243,122,4,10,False,B,4,6,232,0,0,6,0,2,2,1,1,1,7,1,0
A,B,92,46,10,5,False,B,7,1,84,0,0,3,1,0,0,1,1,1,3,1,0
A,B,68,34,10,3,False,,7,2,59,0,0,5,1,1,0,0,0,0,1,0,0
A,A,150,76,10,6,False,B,8,3,139,1,2,5,1,0,0,1,0,1,3,1,0
B,A,190,95,7,10,False,,5,10,175,0,0,3,1,1,1,1,0,0,3,0,0
B,B,287,144,9,10,False,,5,7,275,0,0,6,1,1,1,0,2,0,4,0,0
B,A,206,103,6,10,False,,9,1,196,0,0,6,0,1,0,2,0,2,5,0,0
A,B,124,63,10,6,False,,6,6,109,0,0,4,1,1,0,3,0,0,4,0,0
B,A,208,104,8,10,False,B,6,7,195,0,0,5,1,1,2,0,1,0,4,1,0
A,B,180,90,10,7,False,,9,5,166,0,0,6,1,1,0,0,0,2,3,0,0
B,B,141,71,9,10,False,,7,5,127,0,0,10,1,0,0,1,1,0,2,0,0
B,B,183,92,8,10,False,,6,5,169,0,0,6,0,0,2,1,0,1,4,0,0
A,B,182,91,10,7,False,,8,6,168,0,0,6,1,1,1,0,0,0,2,0,0
A,A,219,110,10,7,False,,3,11,205,0,0,1,0,0,1,0,1,1,3,0,0
B,A,202,101,7,10,False,,6,4,192,0,0,6,0,2,0,2,1,0,5,0,0
A,B,326,163,10,9,False,,9,3,314,0,0,7,0,0,1,0,2,1,4,0,0
B,A,204,102,6,10,False,,7,4,193,0,0,4,2,0,1,1,0,0,2,0,0
B,A,188,94,6,10,False,,11,4,173,0,0,11,0,0,0,1,1,1,3,0,0
A,A,141,71,10,7,False,,10,1,124,0,0,6,1,1,0,2,1,0,4,0,0
B,B,267,134,8,10,False,,10,3,254,0,0,4,1,0,1,0,0,0,1,0,0
A,B,326,163,10,9,False,,5,5,316,0,0,3,1,2,1,0,1,1,5,0,0
B,B,206,104,7,10,False,,7,6,192,0,0,7,1,2,0,2,0,2,6,0,0
A,B,284,142,10,8,False,B,8,5,271,0,0,7,0,1,1,0,1,2,5,1,0
B,A,202,102,9,10,False,,5,4,193,1,2,6,1,0,1,1,2,2,7,0,0
B,B,174,88,5,10,False,,7,3,162,0,0,2,1,1,2,1,0,1,5,0,0
A,A,257,129,10,9,False,,10,4,243,0,0,8,1,1,1,0,0,0,2,0,0
B,A,180,90,9,10,False,,8,7,165,0,0,4,0,0,2,1,1,0,4,0,0
A,A,291,146,10,8,False,,7,4,280,0,0,10,1,2,0,0,1,0,3,0,0
A,B,242,121,10,8,False,,6,5,231,0,0,11,0,0,1,0,2,1,4,0,0
A,A,235,118,10,8,False,,11,2,221,0,0,6,0,1,1,1,2,0,5,0,0
B,A,230,115,9,10,False,,8,7,215,0,0,3,0,1,0,0,0,0,1,0,0
A,A,103,52,10,9,False,B,8,3,92,0,0,4,3,1,0,0,1,2,4,1,0
B,A,140,70,5,10,False,B,3,5,132,0,0,6,0,0,2,3,2,1,8,1,0
B,B,191,96,6,10,False,,7,4,180,0,0,5,0,1,2,0,0,1,4,0,0
B,A,234,118,7,10,False,,9,2,223,0,0,5,0,0,1,1,0,1,3,0,0
A,A,139,70,10,5,False,,9,5,123,0,0,3,1,1,0,1,0,1,3,0,0
B,A,230,115,8,10,False,,9,6,215,0,0,6,0,0,2,0,0,0,2,0,0
A,B,204,102,10,8,False,B,8,4,192,0,0,7,0,0,1,0,1,1,3,1,0
B,B,169,85,5,10,False,B,8,3,154,0,0,4,1,1,0,1,1,1,4,1,0
B,B,249,125,7,10,False,,8,6,235,0,0,4,0,1,1,0,1,0,3,0,0
A,A,203,102,10,8,False,,11,3,189,0,0,3,0,0,1,0,1,0,2,0,0
B,B,319,160,8,10,False,A,5,5,309,1,2,7,0,2,0,0,0,1,4,1,0
B,B,196,99,6,11,True,B,6,4,185,1,2,6,2,0,1,1,1,1,5,1,0
A,B,160,80,10,2,False,,4,5,151,0,0,9,1,1,1,0,2,3,7,0,0
B,B,229,115,5,10,False,,8,2,219,0,0,6,0,1,3,0,1,0,5,0,0
A,A,209,105,10,9,False,,6,5,198,0,0,6,1,1,1,0,1,3,6,0,0
A,B,244,122,10,9,False,,12,1,231,0,0,4,0,1,2,0,1,0,4,0,0
A,B,306,153,10,8,False,,7,9,290,0,0,7,0,1,1,0,1,0,3,0,0
B,A,128,64,5,10,False,,11,4,113,0,0,2,1,0,1,0,1,1,3,0,0
B,B,221,111,7,10,False,,9,4,207,0,0,4,0,1,0,1,1,2,5,0,0
